date,asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,asset_9,asset_10,asset_11,asset_12,asset_13,asset_14,asset_15,asset_16,asset_17,asset_18,asset_19,asset_20
19/01/2000,100.043802,90.02108222,92.24663098,94.38948028,94.17524887,100.0494695,90.02606507,92.25176473,94.39475995,94.18051393,105.9066766,95.17228091,97.55463603,99.84913687,99.61971487,105.9127504,95.17761403,97.56013232,99.85479099,99.62535319
20/01/2000,100.0465396,90.13820567,94.44341887,92.97432686,94.40062276,100.0522073,90.14319645,94.44870222,92.9795101,94.40590319,105.9096104,95.29763858,99.90690112,98.33375851,99.86106961,105.9156845,95.30298027,99.91255922,98.33930833,99.86672455
21/01/2000,100.0492773,89.36519091,94.90492893,92.49843456,94.20445792,100.0549452,89.37012942,94.91024379,92.50358543,94.20972497,105.9125444,94.47031535,100.401161,97.82422612,99.65099468,105.9186187,94.47560053,100.4068532,97.82974092,99.65663515
24/01/2000,100.0574901,89.88053408,93.83422559,88.96681277,93.18476565,100.0631586,89.88550743,93.83946739,88.97172438,93.18996321,105.921346,95.02185438,99.25452384,94.04398349,98.55908319,105.9274209,95.02717723,99.26013699,94.0492396,98.56464849
25/01/2000,100.0602278,88.68587491,90.10522429,87.30118973,91.53812918,100.0658965,88.69076756,90.11021284,87.30598909,91.54321482,105.92428,93.74334675,95.26233828,92.26174257,96.7961371,105.9303551,93.74858236,95.26767756,92.26687735,96.80158136
27/01/2000,100.065703,95.78355587,92.32047259,91.64683782,94.95414232,100.071372,95.78893079,92.32561136,91.65193084,94.95946054,105.9301478,101.3422194,97.63369261,96.91251233,100.4538684,105.9362232,101.3479765,97.63919433,96.91796457,100.4595643
28/01/2000,100.0684406,96.22862497,91.95126454,93.98872887,95.55926476,100.0741098,96.23403035,91.95637823,93.99398121,95.56462434,105.9330816,101.8189539,97.23841756,99.41997448,101.1019809,105.9391573,101.8247441,97.24389216,99.42559903,101.1077215
31/01/2000,100.0766535,98.24314828,91.26822965,95.7294928,96.32938106,100.0823233,98.24869186,91.27329698,95.73486402,96.33479334,105.9418834,103.9771444,96.50721052,101.2843117,101.9268823,105.9479597,103.9830841,96.51263499,101.2900649,101.9326799
01/02/2000,100.0793912,100.7730148,92.06202695,94.9154665,96.95747484,100.0850612,100.7787327,92.06714816,94.92078208,96.96293017,105.9448174,106.6882041,97.35699802,100.4124467,102.5997183,105.9508939,106.6943324,97.36248074,100.4181396,102.6055625
02/02/2000,100.0821288,100.5621926,96.86173159,100.2629931,99.44226151,100.087799,100.5678959,96.86718035,100.2686758,99.4478876,105.9477512,106.46225,102.4971513,106.1415853,105.2620338,105.953828,106.4683626,102.5029884,106.1476756,105.2680628
03/02/2000,100.0848664,98.24314828,95.80948865,95.62930495,97.44170207,100.0905368,98.24869186,95.81486535,95.63466932,97.44719061,105.9506851,103.9771444,101.3699964,101.1770003,103.1184763,105.9567621,103.9830841,101.3757555,101.182746,103.1243564
04/02/2000,100.087604,99.36753338,95.18183496,92.88666249,96.88090872,100.0932746,99.37315432,95.18716874,92.89183976,96.8863588,105.953619,105.1819545,100.6977312,98.23989486,102.5176952,105.9596962,105.1879779,100.7034438,98.24543821,102.5235336
07/02/2000,100.0958169,101.4289061,93.76038398,92.2730119,96.88952971,100.101488,101.4346693,93.76562075,92.27814745,96.89498038,105.9624208,107.3912096,99.17545136,97.58287998,102.5269305,105.9684985,107.397387,99.18105907,97.58837822,102.5327697
08/02/2000,100.0985545,98.28999766,89.51449142,88.61615529,94.12979972,100.1042258,98.29554446,89.51944002,88.62104323,94.13506168,105.9653546,104.0273414,94.63009815,93.66874033,99.57104387,105.9714326,104.0332846,94.63539425,93.67397085,99.57667883
09/02/2000,100.1012922,99.67205435,92.50507661,95.36631183,96.91118374,100.1069637,99.67769627,92.51022793,95.37165822,96.91663589,105.9682886,105.5082863,97.83133746,100.8953144,102.5501279,105.9743668,105.5143325,97.83685275,100.9010407,102.5559686
10/02/2000,100.1040298,96.79081752,91.10208603,87.73951158,93.93411123,100.1097015,96.79626142,91.1071421,87.74434044,93.93935984,105.9712225,102.4211839,96.32935957,92.7307129,99.36148651,105.9773009,102.4270157,96.33477185,92.73587956,99.36710703
11/02/2000,100.1067674,89.69313657,88.96067934,82.07889793,90.20987031,100.1124393,89.69809724,88.96559053,82.08334792,90.21486594,105.9741564,94.8212902,94.03741987,86.67657759,95.3743425,105.980235,94.82659934,94.04267553,86.68133496,95.37968944
14/02/2000,100.1149803,88.75614898,84.54864316,88.17783344,90.39940147,100.1206527,88.76104637,84.55325788,88.18269183,90.40440993,105.9829582,93.81854721,89.31740298,93.1997122,95.57720466,105.9890373,93.82378795,89.32233826,93.20491079,95.58256547
15/02/2000,100.1177179,83.34504568,83.90252908,83.38134001,87.68665817,100.1233905,83.34958,83.90710061,83.38587676,87.69148347,105.9858921,88.03031095,88.62643906,88.0691197,92.67416231,105.9919714,88.03515939,88.63132769,88.07397076,92.67932513
16/02/2000,100.1204555,87.25696885,84.23481632,82.66750157,88.56993557,100.1261283,87.26176523,84.23941005,82.67199073,88.57482039,105.988826,92.21443128,88.98178374,87.30586593,93.61928137,105.9949055,92.21956284,88.98669635,87.3106656,93.62450852
17/02/2000,100.1231932,87.44436636,85.12091564,82.09142142,88.69497415,100.1288662,87.44917535,85.12556865,82.09587224,88.69986741,105.99176,92.41492725,89.92945415,86.68996613,93.75308383,105.9978398,92.42007244,89.9344308,86.6947244,93.7583201
18/02/2000,100.1259308,85.85148747,81.17038951,75.54164058,85.67236209,100.131604,85.85618945,81.17477913,75.54565902,85.67705205,105.9946939,90.71088197,85.7053821,79.69130499,90.51927982,106.0007739,90.71591152,85.71007428,79.69559659,90.52429639
21/02/2000,100.1341437,84.00093699,78.99206203,73.6255479,84.18817265,100.1398175,84.0055151,78.99630741,73.62944115,84.19276327,106.0034957,88.73167369,83.37730039,77.64528608,88.93190242,106.0095763,88.73656943,83.38183686,77.64944266,88.93681167
22/02/2000,100.1368813,82.12696182,76.20454126,67.73951158,81.55197399,100.1425553,82.131415,76.20860315,67.74302415,81.55638895,106.0064296,86.7279616,80.39930583,71.36432385,86.11327962,106.0125104,86.73272242,80.40364431,71.36807014,86.11799916
23/02/2000,100.1396189,81.98641368,78.7889976,66.2366938,81.787931,100.145293,81.99085751,78.79322957,66.24011016,81.79236164,106.0093635,86.57770583,83.16031593,69.76173285,86.36551941,106.0154445,86.58245654,83.16483793,69.76537552,86.37025588
24/02/2000,100.1423565,80.48723354,78.27210633,67.65184721,81.63838591,100.1480308,80.49157784,78.2763042,67.65535416,81.64280661,106.0122974,84.97517683,82.60802312,71.2708272,86.20565355,106.0183786,84.97982008,82.61250832,71.27456744,86.21037929
25/02/2000,100.1450942,76.528461,77.14602178,67.63932373,80.36472517,100.1507687,76.53254415,77.15014551,67.64282987,80.36906136,106.0152314,80.74529106,81.40497033,71.25747066,84.84423933,106.0213128,80.74965247,81.40937552,71.26121003,84.84887382
28/02/2000,100.1533071,82.66572968,81.41037475,73.02442079,84.31345807,100.1589822,82.67021872,81.4147803,73.02827488,84.31805706,106.0240332,87.30397148,85.96191332,77.00353267,89.06588499,106.0301153,87.30877102,85.9666227,77.00764703,89.07080328
29/02/2000,100.1560447,78.35558679,81.8165036,68.70381966,82.25798868,100.16172,78.35979017,81.82093614,68.70739418,82.26245058,106.0269671,82.69721806,86.39606434,72.39288529,86.86804133,106.0330494,82.7017092,86.40080286,72.39669832,86.87281156
01/03/2000,100.1587823,80.8151792,81.92726601,69.11709455,83.00458052,100.1644578,80.81954525,81.93170591,69.12069567,83.00909214,106.029901,85.32569875,86.51447379,72.83375213,87.66626899,106.0359835,85.33036548,86.51922026,72.83759382,87.67109292
02/03/2000,100.1615199,75.07613024,75.37382315,64.42078898,78.75806557,100.1671956,75.08011821,75.3778306,64.42408966,78.7622955,106.032835,79.19416972,79.51208233,67.82586951,83.12726413,106.0389177,79.19842846,79.51636207,67.82938763,83.13178392
03/03/2000,100.1642576,72.75708597,70.13106886,62.46712586,76.37988456,100.1699334,72.76092267,70.13473537,62.47030277,76.38395796,106.035769,76.71815137,73.91556129,65.74390157,80.58659131,106.0418518,76.72224698,73.91947345,65.74728647,80.5909422
06/03/2000,100.1724704,73.69407355,65.8851763,57.48278021,74.30862512,100.1781468,73.69797126,65.88857022,57.48564484,74.31256293,106.0445707,77.71844706,69.38694234,60.43592218,78.37460668,106.0506542,77.72260845,69.39056085,60.43897122,78.37881132
07/03/2000,100.1752081,70.53174045,63.81761122,52.88666249,71.85280556,100.1808847,70.53543285,63.82087361,52.88924386,71.85658352,106.0475047,74.34309128,67.18299424,55.54641385,75.75292376,106.0535884,74.34703133,67.18647114,55.54915857,75.75695604
08/03/2000,100.1779457,69.05598501,62.1377146,49.06700063,70.10966148,100.1836225,69.05958219,62.14087072,49.06935032,70.11332661,106.0504386,72.7685606,65.3929352,51.48690662,73.89271975,106.0565225,72.77239805,65.39629773,51.48940269,73.89663042
09/03/2000,100.1806833,72.14804404,64.20527968,49.56793989,71.52548673,100.1863603,72.15184117,64.20856667,49.57031976,71.52924347,106.0533726,76.06804447,67.59616811,52.01908469,75.40358104,106.0594567,76.07209741,67.59967149,52.02161313,75.40759044
10/03/2000,100.1834209,67.79105177,63.37456157,49.75579211,70.2762066,100.1890981,67.79456765,63.37779588,49.75818331,70.27988249,106.0563065,71.41929368,66.71083355,52.21866865,74.07042463,106.0623908,71.42304354,66.71428023,52.22120924,74.0743469
13/03/2000,100.1916338,65.82337784,61.3623777,49.80588604,69.29581885,100.1973115,65.82676782,61.36548496,49.80828027,69.29943148,106.0651083,69.32105493,64.56695496,52.27189262,73.02441891,106.0711932,69.32466919,64.57026492,52.27443646,73.02827301
14/03/2000,100.1943714,67.46310611,61.60236293,53.31246086,70.64307534,100.2000493,67.46660095,61.6054853,53.31506827,70.64677494,106.0680423,71.06953432,64.82260179,55.99917871,74.46189466,106.0741273,71.07326151,64.82592801,56.00195139,74.46584248
15/03/2000,100.1971091,71.70297494,64.59294813,56.00500939,73.12451038,100.2027872,71.70674318,64.59625975,56.00778243,73.12837099,106.0709763,75.59300923,68.00937282,58.86327195,77.11038215,106.0770616,75.59703103,68.01290272,58.86622256,77.11450354
16/03/2000,100.1998467,69.64160225,62.50692265,55.84220413,72.04764393,100.205525,69.64523717,62.51010208,55.84496711,72.05143454,106.0739102,73.39332506,65.78630402,58.69004501,75.96088133,106.0799957,73.39720317,65.78969164,58.69298481,75.96492724
21/03/2000,100.2135348,64.93323963,61.54698172,60.21289919,71.72666384,100.219214,64.93657289,61.5501006,60.21593424,71.73043362,106.08858,68.37210508,64.76360527,63.34263294,75.61829217,106.0946664,68.37565827,64.76692774,63.34586523,75.62231563
22/03/2000,100.2162724,67.29913329,66.47590917,63.98246713,74.49344551,100.2219518,67.30261763,66.47934082,63.98573997,74.49739539,106.0915139,70.89466253,70.01680009,67.35869253,78.57195344,106.0976006,70.89837841,70.02045922,67.36218068,78.5761711
23/03/2000,100.2190101,67.22885922,71.51559904,65.66061365,76.1560205,100.2246897,67.23233905,71.51935514,65.66399325,76.16007921,106.0944479,70.81971908,75.39302835,69.14752495,80.34748139,106.1005348,70.82343011,75.39703707,69.15112804,80.35181644
24/03/2000,100.2217477,68.09557273,75.09691711,61.41515341,76.20734774,100.2274275,68.09910815,75.10090644,61.41826399,76.21140982,106.0973818,71.74408896,79.21636796,64.62317379,80.40230341,106.103469,71.74785987,79.22062816,64.62648733,80.40664209
27/03/2000,100.2299606,65.26118529,70.4448957,56.56856606,73.12615191,100.235641,65.26453943,70.44858249,56.57137397,73.13001263,106.1061838,68.72169959,74.25042247,59.46295165,77.11213456,106.1122715,68.72527526,74.25435648,59.46593972,77.11625607
28/03/2000,100.2326982,64.5584446,70.86948495,61.10206637,74.19067353,100.2383788,64.56175402,70.8731992,61.10515725,74.19460364,106.1091177,67.97259525,74.70349928,64.28966951,78.24866399,106.1152057,67.97612278,74.70746289,64.29296185,78.25286032
29/03/2000,100.2354358,64.30077301,70.70334133,65.66061365,75.22504096,100.2411166,64.30406606,70.70704483,65.66399325,75.22903867,106.1120516,67.69794886,74.52620435,69.14752495,79.35319271,106.1181398,67.70145877,74.53015636,69.15112804,79.35746195
30/03/2000,100.2381735,63.48090888,67.74967694,63.09329994,73.6405148,100.2438544,63.48414992,67.75319016,63.09651644,73.64440902,106.1149857,66.82416481,71.3751656,66.4111125,77.66126532,106.121074,66.82761873,71.37891259,66.41454001,77.66542295
31/03/2000,100.2409111,63.94940267,70.38951449,65.24733876,74.95679175,100.2465922,63.95267342,70.3931977,65.25069202,74.96077191,106.1179196,67.32345301,74.19132797,68.70693856,79.06672998,106.1240082,67.32693891,74.19525812,68.71051328,79.07098029
03/04/2000,100.249124,62.66104474,71.03562858,70.46963056,76.10385696,100.2548057,62.6642339,71.03935358,70.47331895,76.10791225,106.1267215,65.95052029,74.88079937,74.27681598,80.2917666,106.1328107,65.95391837,74.88477456,74.28075171,80.29609795
04/04/2000,100.2518616,61.13843992,68.08196419,67.26361929,74.18397124,100.2575435,61.14153309,68.08549874,67.26710135,74.18790091,106.1296555,64.32841399,71.72957401,70.85678867,78.2415077,106.1357449,64.3317088,71.73334398,70.8605021,78.24570356
05/04/2000,100.2545992,62.0754275,67.26970648,64.9467752,73.6366271,100.2602813,62.07857969,67.27318893,64.95010932,73.64052107,106.1325894,65.32657491,70.86328033,68.38653375,77.65711466,106.138679,65.32993322,70.86699418,68.39008787,77.66127201
06/04/2000,100.2573368,59.03021785,68.48809304,63.80713838,72.89569653,100.2630191,59.03317888,68.49165369,63.8104001,72.89954225,106.1355234,62.08324792,72.16276887,67.1718328,76.86611725,106.1416132,62.0864006,72.16656696,67.17530898,76.87022258
07/04/2000,100.2600745,62.02857812,70.68488093,68.29054477,75.31601957,100.265757,62.03172735,70.68858324,68.29409272,75.32002324,106.1384574,65.27666242,74.50650523,71.95205124,79.45035143,106.1445475,65.28001754,74.51045596,71.95583564,79.4546271
10/04/2000,100.2682873,62.3096744,68.28502861,67.27614277,74.53478328,100.2739703,62.31284137,68.2885762,67.27962563,74.53873586,106.1472593,65.57614437,71.94616746,70.87014429,78.61609375,106.1533499,65.57951858,71.94995147,70.87385858,78.62031431
11/04/2000,100.271025,59.99063012,66.45744877,67.22604884,73.48628818,100.2767082,59.99365124,66.46087924,67.22952849,73.49017235,106.1501933,63.10592492,69.99711598,70.81672198,77.49660891,106.1562841,63.10914222,70.00077385,70.82043282,77.5007557
12/04/2000,100.2737626,61.18528929,67.78659775,65.52285535,73.69212625,100.279446,61.18838541,67.79011334,65.52622616,73.69602384,106.1531273,64.37831756,71.41454326,69.000659,77.71636802,106.1592183,64.38161554,71.4182928,69.00425262,77.72052928
13/04/2000,100.2765002,59.87350668,67.34354809,65.23481528,73.18209257,100.2821838,59.87652046,67.34703527,65.23816774,73.18595693,106.1560612,62.98119731,70.94202898,68.693588,77.17185417,106.1621525,62.98440672,70.94574792,68.69716186,77.1759796
17/04/2000,100.2874507,55.09486999,63.41148237,61.95366312,70.18686655,100.293135,55.09758686,63.41471901,61.95680763,70.19053667,106.1677971,57.89495205,66.75017872,65.19685028,73.97509749,106.1738891,57.8978423,66.7536279,65.20020032,73.97901353
18/04/2000,100.2901883,51.20637152,63.52224478,60.06261741,68.77035551,100.2958728,51.20885054,63.52548844,60.06564304,68.77393431,106.1707311,53.76015075,66.86821592,63.18258743,72.46386114,106.1768233,53.76278559,66.87167266,63.18580959,72.46767878
19/04/2000,100.292926,47.13047552,63.70684881,55.76706324,66.72432839,100.2986107,47.13270913,63.71010417,55.76982158,66.72777593,106.1736652,49.43025694,67.06495026,58.61009622,70.28169309,106.1797576,49.43262851,67.06841959,58.61303103,70.28536933
20/04/2000,100.2956636,48.62965566,62.61768507,52.43581716,65.99470537,100.3013485,48.63197905,62.6208715,52.438371,65.99810628,106.1765991,51.02234352,65.90432028,55.0670649,69.50372039,106.1826918,51.02481137,65.90771543,55.06978006,69.50734642
24/04/2000,100.3066141,50.01171234,61.95311058,51.33375078,65.90129695,100.3122998,50.014119,61.95625506,51.33623753,65.9046919,106.1883351,52.49058658,65.19626162,53.89553844,69.40412976,106.1944286,52.49314376,65.19961163,53.89818157,69.40774937
25/04/2000,100.3093517,49.73061607,58.90714418,49.19223544,64.53483685,100.3150376,49.73300575,58.91009752,49.19459267,64.53814477,106.191269,52.19191977,61.95221003,51.61994486,67.94743171,106.1973628,52.19445874,61.95535444,51.62244901,67.95095762
26/04/2000,100.3120894,51.88568751,62.83920989,49.40513463,66.11053035,100.3177754,51.88820783,62.84241032,49.40750468,66.11393866,106.1942031,54.48222369,66.14036053,51.84611949,69.62721363,106.2002969,54.48490286,66.14377074,51.8486374,69.63084763
27/04/2000,100.314827,50.83157648,61.52852132,47.75203507,65.10673996,100.3205132,50.83403276,61.53163904,47.75430583,65.11008426,106.1971371,53.36181627,64.74393992,50.09026059,68.55705607,106.2032311,53.3644267,64.74726113,50.092672,68.56062114
28/04/2000,100.3175646,51.37034434,59.27635222,43.9323732,63.72415859,100.323251,51.37283332,59.27932863,43.93441727,63.72741505,106.200071,53.93443343,62.34532001,46.03608187,67.08339782,106.2061653,53.93707896,62.34848923,46.0382503,67.08686834
02/05/2000,100.3285151,50.50363083,54.97507846,38.72260488,61.13245732,100.3342023,50.50606724,54.97778795,38.72434643,61.13555012,106.211807,53.01330339,57.76751752,40.51355764,64.32204141,106.2179022,53.0158925,57.77039985,40.51540226,64.32533582
03/05/2000,100.3312527,50.76130241,50.89532952,40.78897934,60.694216,100.3369401,50.76375443,50.89778967,40.79083991,60.69728125,106.214741,53.28713259,53.42957084,42.70294672,63.85525383,106.2208363,53.28973845,53.43218542,42.70491868,63.8585186
04/05/2000,100.3339904,51.76856407,51.19069596,42.27927364,61.39313101,100.339678,51.77107726,51.19317403,42.28122085,61.39624021,106.2176751,54.35771998,53.74348995,44.28281644,64.59971456,106.2237706,54.3603915,53.74612376,44.28488114,64.60302661
05/05/2000,100.336728,50.92527524,50.0092302,40.43832185,60.42738882,100.3424157,50.9277372,50.01163671,40.44016213,60.43043732,106.220609,53.4613965,52.4879492,42.33131543,63.5710664,106.2267047,53.46401302,52.49050622,42.33326568,63.57431315
08/05/2000,100.3449409,47.90349028,48.66162082,39.12335629,59.00835207,100.3506292,47.90577011,48.66394613,39.12512082,59.01131173,106.2294111,50.25109961,51.05629629,40.93805585,62.05996694,106.2355074,50.25352075,51.0587662,40.93992505,62.06311814
09/05/2000,100.3476785,47.06020145,47.7201403,39.81214778,58.73504201,100.353367,47.06243087,47.72240915,39.81395192,58.73798461,106.232345,49.35564309,50.0563905,41.66778748,61.76897664,106.2384416,49.35801016,50.05879986,41.66969906,61.7721095
10/05/2000,100.3504161,49.16842352,49.14159129,40.55103319,59.80286603,100.3561048,49.17077931,49.14394547,40.55287999,59.80587538,106.235279,51.59464889,51.56614455,42.45076402,62.90597182,106.2413758,51.5971515,51.56864543,42.45272124,62.90917647
11/05/2000,100.3531537,48.65308035,48.97544766,40,59.49542044,100.3588426,48.65540515,48.97779184,40.00181497,59.49841055,106.238213,51.04722474,51.38965161,41.86683241,62.57858469,106.24431,51.0496941,51.39214176,41.86875557,62.58176864
12/05/2000,100.3558914,49.14499883,49.32619531,39.46149029,59.57214395,100.3615805,49.14735321,49.32856061,39.46327425,59.57513886,106.2411471,51.56976443,51.76225646,41.29626806,62.66028269,106.2472443,51.57226552,51.76476927,41.29815805,62.6634718
15/05/2000,100.3641042,48.93417662,50.47074026,38.54727614,59.57907432,100.3697938,48.93651832,50.47317468,38.54900765,59.58206966,106.249949,51.34581089,52.97835162,40.32785672,62.66766246,106.2560468,51.34829838,52.98093859,40.32969061,62.67085204
16/05/2000,100.3668419,49.59006793,52.87059258,40.12523482,60.7381843,100.3725317,49.59244913,52.87317297,40.12705702,60.74125231,106.2528831,52.04259419,55.52932709,41.99953546,63.90208427,106.2589811,52.04512405,55.53207075,42.00146636,63.90535201
17/05/2000,100.3695795,53.33801827,56.32268783,42.9179712,63.2370642,100.3752695,53.34062724,56.32548052,42.91995574,63.2402898,106.2558171,56.02635614,59.20130391,44.96011574,66.56431006,106.2619153,56.02913049,59.20427563,44.96222042,66.56774737
18/05/2000,100.3723171,54.27500586,57.52261399,48.07764559,65.06189564,100.3780073,54.27767229,57.52548109,48.07993585,65.06523709,106.2587511,57.02284748,60.47832044,50.43605295,68.50925153,106.2648495,57.02568355,60.48137214,50.43848527,68.51281354
19/05/2000,100.3750548,53.78308737,56.67343548,45.61051972,64.11052433,100.3807452,53.78572361,56.67624989,45.6126629,64.1138053,106.2616852,56.49966276,59.57455119,47.81674657,67.49517578,106.2677838,56.5024664,59.57754625,47.8190212,67.49867268
22/05/2000,100.3832676,53.80651206,56.50729186,46.58735128,64.32110571,100.3889586,53.80914974,56.51009598,46.58955251,64.32440005,106.2704871,56.52457498,59.39774628,48.85362796,67.71962054,106.2765864,56.52738017,59.40073029,48.85596481,67.72313183
23/05/2000,100.3860053,53.75966268,56.59959387,47.37633062,64.53039811,100.3916964,53.76229749,56.6024037,47.37857891,64.53370575,106.2734212,56.47475068,59.49597044,49.69130564,67.94270047,106.2795206,56.47755278,59.49896058,49.69369295,67.94622608
24/05/2000,100.3887429,54.97774654,55.3073657,53.06199123,65.93396159,100.3944342,54.9804562,55.31009567,53.06458332,65.93735862,106.2763552,57.7703558,58.12101393,55.732841,69.4389561,106.2824548,57.7732383,58.12391826,55.73559723,69.44257795
25/05/2000,100.3914805,57.08596861,56.63651468,57.49530369,67.90231687,100.397172,57.0888086,56.6393268,57.49816909,67.90583989,106.2792892,60.01358389,59.53526066,60.44925188,71.53796448,106.285389,60.01660644,59.53825326,60.45230175,71.54172202
26/05/2000,100.3942181,57.67158585,55.76887576,60.21289919,68.51189473,100.3999098,57.67446221,55.77163421,60.21593424,68.51545691,106.2822232,60.63688627,58.6120247,63.34263294,72.18815779,106.2883232,60.63994792,58.61495963,63.34586523,72.19195752
29/05/2000,100.402431,58.30405247,55.78733616,60.2003757,68.67354884,100.4081233,58.3069682,55.79009575,60.20340996,68.67712141,106.2910253,61.31014073,58.63166618,63.32929562,72.36059475,106.297126,61.31324471,58.63460233,63.33252705,72.36440568
30/05/2000,100.4051686,59.80323261,56.26730663,57.50782718,68.49588376,100.4108611,59.80624199,56.27009589,57.51069336,68.49944491,106.2939593,62.90636219,59.14237276,60.46258162,72.17107911,106.3000602,62.90956687,59.1453408,60.46563233,72.17487773
31/05/2000,100.4079063,60.15460295,55.63965294,51.44646212,66.91215607,100.413599,60.15763434,55.64240341,51.44895572,66.91561562,106.2968934,63.28054864,58.4745366,54.01533948,70.48198455,106.3029945,63.28377699,58.47746295,54.01798997,70.48567373
01/06/2000,100.4106439,58.25720309,53.53516707,45.34752661,64.38763517,100.4163367,58.2601159,53.53778812,45.34965421,64.39093374,106.2998274,61.26026692,56.23600709,47.53763287,67.79053178,106.3059286,61.26336776,56.23879442,47.5398908,67.79404763
02/06/2000,100.4133815,58.63199813,55.54735093,45.81089543,65.1009065,100.4190745,58.6349343,55.5500957,45.8130505,65.10425043,106.3027614,61.65927126,58.37633323,48.029418,68.55083751,106.3088628,61.66239721,58.37925346,48.03170537,68.55440219
05/06/2000,100.4215944,59.33473881,55.36274691,48.92924233,66.01208061,100.427288,59.33771887,55.36548029,48.93158373,66.01548263,106.3115635,62.40748924,58.17993256,51.3405694,69.52224579,106.3176656,62.41066238,58.18284055,51.34305657,69.52587302
06/06/2000,100.424332,58.30405247,54.97507846,48.91671885,65.65504545,100.4300258,58.3069682,54.97778795,48.9190595,65.65842469,106.3144975,61.31014073,57.76751752,51.32726627,69.14158855,106.3205998,61.31324471,57.77039985,51.32975263,69.14519124
07/06/2000,100.4270696,59.07706723,55.10430127,52.02254227,66.6577451,100.4327636,59.08003119,55.10701872,52.02507092,66.66118838,106.3174315,62.13312986,57.90498521,54.62770645,70.21069316,106.3235341,62.13628569,57.90787609,54.63039457,70.21436482
08/06/2000,100.4298073,60.55282268,56.39652944,53.9010645,67.82005597,100.4355015,60.55587905,56.3993267,53.90370798,67.82357371,106.3203657,63.70465928,59.2798799,56.62513312,71.45022814,106.3264684,63.7079145,59.28285654,56.62794454,71.45398
09/06/2000,100.4325449,60.69337081,56.56267307,54.31433939,68.00073204,100.4382393,60.69643601,56.56548062,54.31700824,68.00426137,106.3232997,63.85435363,59.45668054,57.06468358,71.64293206,106.3294026,63.85761835,59.45966823,57.06752225,71.64669641
